group	element	code	offset	name
0028	0020	OB	1	
0028	005F	LO	1	CompressionRecognitionCode
0028	0061	SH	1	CompressionOriginator
0028	0062	LO	1	CompressionLabel
0028	0063	SH	1	CompressionDescription
0028	0065	CS	1-n	CompressionSequence
0028	0066	AT	1-n	CompressionStepPointers
0028	0068	US	1	RepeatInterval
0028	0069	US	1	BitsGrouped
0028	0070	US	1-n	PerimeterTable
0028	0071	US	1	PerimeterValue
0028	0080	US	1	PredictorRows
0028	0081	US	1	PredictorColumns
0028	0082	US	1-n	PredictorConstants
0028	0090	CS	1	BlockedPixels
0028	0091	US	1	BlockRows
0028	0092	US	1	BlockColumns
0028	0093	US	1	RowOverlap
0028	0094	US	1	ColumnOverlap
0028	0121	US	1	PixelPaddingRangeLimit
0028	0302	CS	1	RecognizableVisualFeatures
0028	0303	CS	1	LongitudinalTemporalInformationModified
0028	0400	LO	1	TransformLabel
0028	0401	LO	1	TransformVersionNumber
0028	0403	LO	1-n	SequenceOfCompressedData
0028	0700	LO	1	DCTLabel
0028	0701	CS	1-n	DataBlockDescription
0028	0702	AT	1-n	DataBlock
0028	0710	US	1	NormalizationFactorFormat
0028	0720	US	1	ZonalMapNumberFormat
0028	0721	AT	1-n	ZonalMapLocation
0028	0722	US	1	ZonalMapFormat
0028	0730	US	1	AdaptiveMapFormat
0028	0740	US	1	CodeNumberFormat
0028	0A02	CS	1	PixelSpacingCalibrationType
0028	0A04	LO	1	PixelSpacingCalibrationDescription
0028	1104	US	3	AlphaPaletteColorLookupTableDescriptor
0028	1111	US	4	LargeRedPaletteColorLookupTableDescriptor
0028	1112	US	4	LargeGreenPaletteColorLookupTableDescriptor
0028	1113	US	4	LargeBluePaletteColorLookupTableDescriptor
0028	1204	OW	1	AlphaPaletteColorLookupTableData
0028	1211	OW	1	LargeRedPaletteColorLookupTableData
0028	1212	OW	1	LargeGreenPaletteColorLookupTableData
0028	1213	OW	1	LargeBluePaletteColorLookupTableData
0028	1214	UI	1	LargePaletteColorLookupTableUID
0028	1401	SQ	1	DataFrameAssignmentSequence
0028	1402	CS	1	DataPathAssignment
0028	1403	US	1	BitsMappedToColorLookupTable
0028	1404	SQ	1	BlendingLUT1Sequence
0028	1405	CS	1	BlendingLUT1TransferFunction
0028	1406	FD	1	BlendingWeightConstant
0028	1407	US	3	BlendingLookupTableDescriptor
0028	1408	OW	1	BlendingLookupTableData
0028	140B	SQ	1	EnhancedPaletteColorLookupTableSequence
0028	140C	SQ	1	BlendingLUT2Sequence
0028	140D	CS	1	BlendingLUT2TransferFunction
0028	140E	CS	1	DataPathID
0028	140F	CS	1	RGBLUTTransferFunction
0028	1410	CS	1	AlphaLUTTransferFunction
0028	7FE0	UT	1	PixelDataProviderURL
0028	9411	FL	1	DisplayFilterPercentage
0028	9415	SQ	1	FramePixelShiftSequence
0028	9416	US	1	SubtractionItemID
0028	9422	SQ	1	PixelIntensityRelationshipLUTSequence
0028	9443	SQ	1	FramePixelDataPropertiesSequence
0028	9444	CS	1	GeometricalProperties
0028	9445	FL	1	GeometricMaximumDistortion
0028	9446	CS	1-n	ImageProcessingApplied
0028	9454	CS	1	MaskSelectionMode
0028	9474	CS	1	LUTFunction
0028	9478	FL	1	MaskVisibilityPercentage
0028	9501	SQ	1	PixelShiftSequence
0028	9502	SQ	1	RegionPixelShiftSequence
0028	9503	SS	2-2n	VerticesOfTheRegion
0028	9505	SQ	1	MultiFramePresentationSequence
0028	9506	US	2-2n	PixelShiftFrameRange
0028	9507	US	2-2n	LUTFrameRange
0028	9520	DS	16	ImageToEquipmentMappingMatrix
0028	9537	CS	1	EquipmentCoordinateSystemIdentification
0032	1034	SQ	1	RequestingServiceCodeSequence
0038	0014	SQ	1	IssuerOfAdmissionIDSequence
0038	0060	LO	1	ServiceEpisodeID
0038	0061	LO	1	IssuerOfServiceEpisodeID
0038	0062	LO	1	ServiceEpisodeDescription
0038	0064	SQ	1	IssuerOfServiceEpisodeIDSequence
003A	0230	FL	1	WaveformDataDisplayScale
003A	0231	US	3	WaveformDisplayBackgroundCIELabValue
003A	0240	SQ	1	WaveformPresentationGroupSequence
003A	0241	US	1	PresentationGroupNumber
003A	0242	SQ	1	ChannelDisplaySequence
003A	0244	US	3	ChannelRecommendedDisplayCIELabValue
003A	0245	FL	1	ChannelPosition
003A	0246	CS	1	DisplayShadingFlag
003A	0247	FL	1	FractionalChannelDisplayScale
003A	0248	FL	1	AbsoluteChannelDisplayScale
0040	0026	SQ	1	OrderPlacerIdentifierSequence
0040	0027	SQ	1	OrderFillerIdentifierSequence
0040	0031	UT	1	LocalNamespaceEntityID
0040	0032	UT	1	UniversalEntityID
0040	0033	CS	1	UniversalEntityIDType
0040	0035	CS	1	IdentifierTypeCode
0040	0036	SQ	1	AssigningFacilitySequence
0040	0039	SQ	1	AssigningJurisdictionCodeSequence
0040	003A	SQ	1	AssigningAgencyOrDepartmentCodeSequence
0040	0261	CS	1	PerformedProtocolType
0040	0500	SQ	1	ScheduledSpecimenSequence
0040	0512	LO	1	ContainerIdentifier
0040	0513	SQ	1	IssuerOfTheContainerIdentifierSequence
0040	0515	SQ	1	AlternateContainerIdentifierSequence
0040	0518	SQ	1	ContainerTypeCodeSequence
0040	051A	LO	1	ContainerDescription
0040	0520	SQ	1	ContainerComponentSequence
0040	0552	SQ	1	SpecimenDescriptionSequenceTrial
0040	0553	ST	1	SpecimenDescriptionTrial
0040	0554	UI	1	SpecimenUID
0040	0560	SQ	1	SpecimenDescriptionSequence
0040	0562	SQ	1	IssuerOfTheSpecimenIdentifierSequence
0040	0600	LO	1	SpecimenShortDescription
0040	0602	UT	1	SpecimenDetailedDescription
0040	0610	SQ	1	SpecimenPreparationSequence
0040	0612	SQ	1	SpecimenPreparationStepContentItemSequence
0040	0620	SQ	1	SpecimenLocalizationContentItemSequence
0040	09F8	SQ	1	VitalStainCodeSequenceTrial
0040	1012	SQ	1	ReasonForPerformedProcedureCodeSequence
0040	1060	LO	1	RequestedProcedureDescriptionTrial
0040	4040	CS	1	RawDataHandling
0040	4041	CS	1	InputReadinessState
0040	4050	DT	1	PerformedProcedureStepStartDateTime
0040	4051	DT	1	PerformedProcedureStepEndDateTime
0040	4052	DT	1	ProcedureStepCancellationDateTime
0040	A007	CS	1	FindingsFlagTrial
0040	A020	SQ	1	FindingsSequenceTrial
0040	A021	UI	1	FindingsGroupUIDTrial
0040	A022	UI	1	ReferencedFindingsGroupUIDTrial
0040	A023	DA	1	FindingsGroupRecordingDateTrial
0040	A024	TM	1	FindingsGroupRecordingTimeTrial
0040	A026	SQ	1	FindingsSourceCategoryCodeSequenceTrial
0040	A028	SQ	1	DocumentingOrganizationIdentifierCodeSequenceTrial
0040	A047	LO	1	MeasurementPrecisionDescriptionTrial
0040	A057	CS	1-n	UrgencyOrPriorityAlertsTrial
0040	A060	LO	1	SequencingIndicatorTrial
0040	A066	SQ	1	DocumentIdentifierCodeSequenceTrial
0040	A067	PN	1	DocumentAuthorTrial
0040	A068	SQ	1	DocumentAuthorIdentifierCodeSequenceTrial
0040	A070	SQ	1	IdentifierCodeSequenceTrial
0040	A074	OB	1	ObjectBinaryIdentifierTrial
0040	A076	SQ	1	DocumentingObserverIdentifierCodeSequenceTrial
0040	A078	SQ	1	AuthorObserverSequence
0040	A07A	SQ	1	ParticipantSequence
0040	A07C	SQ	1	CustodialOrganizationSequence
0040	A080	CS	1	ParticipationType
0040	A082	DT	1	ParticipationDateTime
0040	A084	CS	1	ObserverType
0040	A085	SQ	1	ProcedureIdentifierCodeSequenceTrial
0040	A089	OB	1	ObjectDirectoryBinaryIdentifierTrial
0040	A090	SQ	1	EquivalentCDADocumentSequence
0040	A110	DA	1	DateOfDocumentOrVerbalTransactionTrial
0040	A112	TM	1	TimeOfDocumentCreationOrVerbalTransactionTrial
0040	A125	CS	2	ReportStatusIDTrial
0040	A167	SQ	1	ObservationCategoryCodeSequenceTrial
0040	A16A	ST	1	BibliographicCitationTrial
0040	A171	UI	1	ObservationUIDTrial
0040	A172	UI	1	ReferencedObservationUIDTrial
0040	A173	CS	1	ReferencedObservationClassTrial
0040	A174	CS	1	ReferencedObjectObservationClassTrial
0040	A192	DA	1	ObservationDateTrial
0040	A193	TM	1	ObservationTimeTrial
0040	A194	CS	1	MeasurementAutomationTrial
0040	A224	ST	1	IdentificationDescriptionTrial
0040	A290	CS	1	CoordinatesSetGeometricTypeTrial
0040	A296	SQ	1	AlgorithmCodeSequenceTrial
0040	A297	ST	1	AlgorithmDescriptionTrial
0040	A29A	SL	2-2n	PixelCoordinatesSetTrial
0040	A307	PN	1	CurrentObserverTrial
0040	A313	SQ	1	ReferencedAccessionSequenceTrial
0040	A33A	ST	1	ReportStatusCommentTrial
0040	A340	SQ	1	ProcedureContextSequenceTrial
0040	A352	PN	1	VerbalSourceTrial
0040	A353	ST	1	AddressTrial
0040	A354	LO	1	TelephoneNumberTrial
0040	A358	SQ	1	VerbalSourceIdentifierCodeSequenceTrial
0040	A380	SQ	1	ReportDetailSequenceTrial
0040	A402	UI	1	ObservationSubjectUIDTrial
0040	A403	CS	1	ObservationSubjectClassTrial
0040	A404	SQ	1	ObservationSubjectTypeCodeSequenceTrial
0040	A494	CS	1	ArchiveRequested
0040	A496	CS	1	PreliminaryFlag
0040	A600	CS	1	ObservationSubjectContextFlagTrial
0040	A601	CS	1	ObserverContextFlagTrial
0040	A603	CS	1	ProcedureContextFlagTrial
0040	A731	SQ	1	RelationshipSequenceTrial
0040	A732	SQ	1	RelationshipTypeCodeSequenceTrial
0040	A744	SQ	1	LanguageCodeSequenceTrial
0040	A992	ST	1	UniformResourceLocatorTrial
0040	E008	SQ	1	DocumentClassCodeSequence
0040	E011	UI	1	RetrieveLocationUID
E020	: ('	 '	1	TypeOfInstances
E021	: ('	 '	1	DICOMRetrievalSequence
E022	: ('	 '	1	DICOMMediaRetrievalSequence
E023	: ('	 '	1	WADORetrievalSequence
E024	: ('	 '	1	XDSRetrievalSequence
E030	: ('	 '	1	RepositoryUniqueID
E031	: ('	 '	1	HomeCommunityID
0042	0014	LO	1-n	ListOfMIMETypes
0044	0001	ST	1	ProductPackageIdentifier
0044	0002	CS	1	SubstanceAdministrationApproval
0044	0003	LT	1	ApprovalStatusFurtherDescription
0044	0004	DT	1	ApprovalStatusDateTime
0044	0007	SQ	1	ProductTypeCodeSequence
0044	0008	LO	1-n	ProductName
0044	0009	LT	1	ProductDescription
0044	000A	LO	1	ProductLotIdentifier
0044	000B	DT	1	ProductExpirationDateTime
0044	0010	DT	1	SubstanceAdministrationDateTime
0044	0011	LO	1	SubstanceAdministrationNotes
0044	0012	LO	1	SubstanceAdministrationDeviceID
0044	0013	SQ	1	ProductParameterSequence
0044	0019	SQ	1	SubstanceAdministrationParameterSequence
0046	0012	LO	1	LensDescription
0046	0014	SQ	1	RightLensSequence
0046	0015	SQ	1	LeftLensSequence
0046	0016	SQ	1	UnspecifiedLateralityLensSequence
0046	0018	SQ	1	CylinderSequence
0046	0028	SQ	1	PrismSequence
0046	0030	FD	1	HorizontalPrismPower
0046	0032	CS	1	HorizontalPrismBase
0046	0034	FD	1	VerticalPrismPower
0046	0036	CS	1	VerticalPrismBase
0046	0038	CS	1	LensSegmentType
0046	0040	FD	1	OpticalTransmittance
0046	0042	FD	1	ChannelWidth
0046	0044	FD	1	PupilSize
0046	0046	FD	1	CornealSize
0046	0050	SQ	1	AutorefractionRightEyeSequence
0046	0052	SQ	1	AutorefractionLeftEyeSequence
0046	0060	FD	1	DistancePupillaryDistance
0046	0062	FD	1	NearPupillaryDistance
0046	0063	FD	1	IntermediatePupillaryDistance
0046	0064	FD	1	OtherPupillaryDistance
0046	0070	SQ	1	KeratometryRightEyeSequence
0046	0071	SQ	1	KeratometryLeftEyeSequence
0046	0074	SQ	1	SteepKeratometricAxisSequence
0046	0075	FD	1	RadiusOfCurvature
0046	0076	FD	1	KeratometricPower
0046	0077	FD	1	KeratometricAxis
0046	0080	SQ	1	FlatKeratometricAxisSequence
0046	0092	CS	1	BackgroundColor
0046	0094	CS	1	Optotype
0046	0095	CS	1	OptotypePresentation
0046	0097	SQ	1	SubjectiveRefractionRightEyeSequence
0046	0098	SQ	1	SubjectiveRefractionLeftEyeSequence
0046	0100	SQ	1	AddNearSequence
0046	0101	SQ	1	AddIntermediateSequence
0046	0102	SQ	1	AddOtherSequence
0046	0104	FD	1	AddPower
0046	0106	FD	1	ViewingDistance
0046	0121	SQ	1	VisualAcuityTypeCodeSequence
0046	0122	SQ	1	VisualAcuityRightEyeSequence
0046	0123	SQ	1	VisualAcuityLeftEyeSequence
0046	0124	SQ	1	VisualAcuityBothEyesOpenSequence
0046	0125	CS	1	ViewingDistanceType
0046	0135	SS	2	VisualAcuityModifiers
0046	0137	FD	1	DecimalVisualAcuity
0046	0139	LO	1	OptotypeDetailedDefinition
0046	0145	SQ	1	ReferencedRefractiveMeasurementsSequence
0046	0146	FD	1	SpherePower
0046	0147	FD	1	CylinderPower
0048	0001	FL	1	ImagedVolumeWidth
0048	0002	FL	1	ImagedVolumeHeight
0048	0003	FL	1	ImagedVolumeDepth
0048	0006	UL	1	TotalPixelMatrixColumns
0048	0007	UL	1	TotalPixelMatrixRows
0048	0008	SQ	1	TotalPixelMatrixOriginSequence
0048	0010	CS	1	SpecimenLabelInImage
0048	0011	CS	1	FocusMethod
0048	0012	CS	1	ExtendedDepthOfField
0048	0013	US	1	NumberOfFocalPlanes
0048	0014	FL	1	DistanceBetweenFocalPlanes
0048	0015	US	3	RecommendedAbsentPixelCIELabValue
0048	0100	SQ	1	IlluminatorTypeCodeSequence
0048	0102	DS	6	ImageOrientationSlide
0048	0105	SQ	1	OpticalPathSequence
0048	0106	SH	1	OpticalPathIdentifier
0048	0107	ST	1	OpticalPathDescription
0048	0108	SQ	1	IlluminationColorCodeSequence
0048	0110	SQ	1	SpecimenReferenceSequence
0048	0111	DS	1	CondenserLensPower
0048	0112	DS	1	ObjectiveLensPower
0048	0113	DS	1	ObjectiveLensNumericalAperture
0048	0120	SQ	1	PaletteColorLookupTableSequence
0048	0200	SQ	1	ReferencedImageNavigationSequence
0048	0201	US	2	TopLeftHandCornerOfLocalizerArea
0048	0202	US	2	BottomRightHandCornerOfLocalizerArea
0048	0207	SQ	1	OpticalPathIdentificationSequence
0048	021A	SQ	1	PlanePositionSlideSequence
0048	021E	SL	1	RowPositionInTotalImagePixelMatrix
0048	021F	SL	1	ColumnPositionInTotalImagePixelMatrix
0048	0301	CS	1	PixelOriginInterpretation
0050	0012	SQ	1	ContainerComponentTypeCodeSequence
0050	0013	FD	1	ContainerComponentThickness
0050	0015	FD	1	ContainerComponentWidth
0050	001A	CS	1	ContainerComponentMaterial
0050	001B	LO	1	ContainerComponentID
0050	001C	FD	1	ContainerComponentLength
0050	001D	FD	1	ContainerComponentDiameter
0050	001E	LO	1	ContainerComponentDescription
0052	0001	FL	1	ContrastBolusIngredientPercentByVolume
0052	0002	FD	1	OCTFocalDistance
0052	0003	FD	1	BeamSpotSize
0052	0004	FD	1	EffectiveRefractiveIndex
0052	0006	CS	1	OCTAcquisitionDomain
0052	0007	FD	1	OCTOpticalCenterWavelength
0052	0008	FD	1	AxialResolution
0052	0009	FD	1	RangingDepth
0052	0011	FD	1	ALineRate
0052	0012	US	1	ALinesPerFrame
0052	0013	FD	1	CatheterRotationalRate
0052	0014	FD	1	ALinePixelSpacing
0052	0016	SQ	1	ModeOfPercutaneousAccessSequence
0052	0025	SQ	1	IntravascularOCTFrameTypeSequence
0052	0026	CS	1	OCTZOffsetApplied
0052	0027	SQ	1	IntravascularFrameContentSequence
0052	0028	FD	1	IntravascularLongitudinalDistance
0052	0029	SQ	1	IntravascularOCTFrameContentSequence
0052	0030	SS	1	OCTZOffsetCorrection
0052	0031	CS	1	CatheterDirectionOfRotation
0052	0033	FD	1	SeamLineLocation
0052	0034	FD	1	FirstALineLocation
0052	0036	US	1	SeamLineIndex
0052	0038	US	1	NumberOfPaddedAlines
0052	0039	CS	1	InterpolationType
0052	003A	CS	1	RefractiveIndexApplied
0054	1006	CS	1	SUVType
0062	0001	CS	1	SegmentationType
0062	0002	SQ	1	SegmentSequence
0062	0003	SQ	1	SegmentedPropertyCategoryCodeSequence
0062	0004	US	1	SegmentNumber
0062	0005	LO	1	SegmentLabel
0062	0006	ST	1	SegmentDescription
0062	0008	CS	1	SegmentAlgorithmType
0062	0009	LO	1	SegmentAlgorithmName
0062	000A	SQ	1	SegmentIdentificationSequence
0062	000B	US	1-n	ReferencedSegmentNumber
0062	000C	US	1	RecommendedDisplayGrayscaleValue
0062	000D	US	3	RecommendedDisplayCIELabValue
0062	000E	US	1	MaximumFractionalValue
0062	000F	SQ	1	SegmentedPropertyTypeCodeSequence
0062	0010	CS	1	SegmentationFractionalType
0064	0002	SQ	1	DeformableRegistrationSequence
0064	0003	UI	1	SourceFrameOfReferenceUID
0064	0005	SQ	1	DeformableRegistrationGridSequence
0064	0007	UL	3	GridDimensions
0064	0008	FD	3	GridResolution
0064	0009	OF	1	VectorGridData
0064	000F	SQ	1	PreDeformationMatrixRegistrationSequence
0064	0010	SQ	1	PostDeformationMatrixRegistrationSequence
0066	0001	UL	1	NumberOfSurfaces
0066	0002	SQ	1	SurfaceSequence
0066	0003	UL	1	SurfaceNumber
0066	0004	LT	1	SurfaceComments
0066	0009	CS	1	SurfaceProcessing
0066	000A	FL	1	SurfaceProcessingRatio
0066	000B	LO	1	SurfaceProcessingDescription
0066	000C	FL	1	RecommendedPresentationOpacity
0066	000D	CS	1	RecommendedPresentationType
0066	000E	CS	1	FiniteVolume
0066	0010	CS	1	Manifold
0066	0011	SQ	1	SurfacePointsSequence
0066	0012	SQ	1	SurfacePointsNormalsSequence
0066	0013	SQ	1	SurfaceMeshPrimitivesSequence
0066	0015	UL	1	NumberOfSurfacePoints
0066	0016	OF	1	PointCoordinatesData
0066	0017	FL	3	PointPositionAccuracy
0066	0018	FL	1	MeanPointDistance
0066	0019	FL	1	MaximumPointDistance
0066	001A	FL	6	PointsBoundingBoxCoordinates
0066	001B	FL	3	AxisOfRotation
0066	001C	FL	3	CenterOfRotation
0066	001E	UL	1	NumberOfVectors
0066	001F	US	1	VectorDimensionality
0066	0020	FL	1-n	VectorAccuracy
0066	0021	OF	1	VectorCoordinateData
0066	0023	OW	1	TrianglePointIndexList
0066	0024	OW	1	EdgePointIndexList
0066	0025	OW	1	VertexPointIndexList
0066	0026	SQ	1	TriangleStripSequence
0066	0027	SQ	1	TriangleFanSequence
0066	0028	SQ	1	LineSequence
0066	0029	OW	1	PrimitivePointIndexList
0066	002A	UL	1	SurfaceCount
0066	002B	SQ	1	ReferencedSurfaceSequence
0066	002C	UL	1	ReferencedSurfaceNumber
0066	002D	SQ	1	SegmentSurfaceGenerationAlgorithmIdentificationSequence
0066	002E	SQ	1	SegmentSurfaceSourceInstanceSequence
0066	002F	SQ	1	AlgorithmFamilyCodeSequence
0066	0030	SQ	1	AlgorithmNameCodeSequence
0066	0031	LO	1	AlgorithmVersion
0066	0032	LT	1	AlgorithmParameters
0066	0034	SQ	1	FacetSequence
0066	0035	SQ	1	SurfaceProcessingAlgorithmIdentificationSequence
0066	0036	LO	1	AlgorithmName
0068	6210	LO	1	ImplantSize
0068	6221	LO	1	ImplantTemplateVersion
0068	6222	SQ	1	ReplacedImplantTemplateSequence
0068	6223	CS	1	ImplantType
0068	6224	SQ	1	DerivationImplantTemplateSequence
0068	6225	SQ	1	OriginalImplantTemplateSequence
0068	6226	DT	1	EffectiveDateTime
0068	6230	SQ	1	ImplantTargetAnatomySequence
0068	6260	SQ	1	InformationFromManufacturerSequence
0068	6265	SQ	1	NotificationFromManufacturerSequence
0068	6270	DT	1	InformationIssueDateTime
0068	6280	ST	1	InformationSummary
0068	62A0	SQ	1	ImplantRegulatoryDisapprovalCodeSequence
0068	62A5	FD	1	OverallTemplateSpatialTolerance
0068	62C0	SQ	1	HPGLDocumentSequence
0068	62D0	US	1	HPGLDocumentID
0068	62D5	LO	1	HPGLDocumentLabel
0068	62E0	SQ	1	ViewOrientationCodeSequence
0068	62F0	FD	9	ViewOrientationModifier
0068	62F2	FD	1	HPGLDocumentScaling
0068	6300	OB	1	HPGLDocument
0068	6310	US	1	HPGLContourPenNumber
0068	6320	SQ	1	HPGLPenSequence
0068	6330	US	1	HPGLPenNumber
0068	6340	LO	1	HPGLPenLabel
0068	6345	ST	1	HPGLPenDescription
0068	6346	FD	2	RecommendedRotationPoint
0068	6347	FD	4	BoundingRectangle
0068	6350	US	1-n	ImplantTemplate3DModelSurfaceNumber
0068	6360	SQ	1	SurfaceModelDescriptionSequence
0068	6380	LO	1	SurfaceModelLabel
0068	6390	FD	1	SurfaceModelScalingFactor
0068	63A0	SQ	1	MaterialsCodeSequence
0068	63A4	SQ	1	CoatingMaterialsCodeSequence
0068	63A8	SQ	1	ImplantTypeCodeSequence
0068	63AC	SQ	1	FixationMethodCodeSequence
0068	63B0	SQ	1	MatingFeatureSetsSequence
0068	63C0	US	1	MatingFeatureSetID
0068	63D0	LO	1	MatingFeatureSetLabel
0068	63E0	SQ	1	MatingFeatureSequence
0068	63F0	US	1	MatingFeatureID
0068	6400	SQ	1	MatingFeatureDegreeOfFreedomSequence
0068	6410	US	1	DegreeOfFreedomID
0068	6420	CS	1	DegreeOfFreedomType
0068	6430	SQ	1	TwoDMatingFeatureCoordinatesSequence
0068	6440	US	1	ReferencedHPGLDocumentID
0068	6450	FD	2	TwoDMatingPoint
0068	6460	FD	4	TwoDMatingAxes
0068	6470	SQ	1	TwoDDegreeOfFreedomSequence
0068	6490	FD	3	ThreeDDegreeOfFreedomAxis
0068	64A0	FD	2	RangeOfFreedom
0068	64C0	FD	3	ThreeDMatingPoint
0068	64D0	FD	9	ThreeDMatingAxes
0068	64F0	FD	3	TwoDDegreeOfFreedomAxis
0068	6500	SQ	1	PlanningLandmarkPointSequence
0068	6510	SQ	1	PlanningLandmarkLineSequence
0068	6520	SQ	1	PlanningLandmarkPlaneSequence
0068	6530	US	1	PlanningLandmarkID
0068	6540	LO	1	PlanningLandmarkDescription
0068	6545	SQ	1	PlanningLandmarkIdentificationCodeSequence
0068	6550	SQ	1	TwoDPointCoordinatesSequence
0068	6560	FD	2	TwoDPointCoordinates
0068	6590	FD	3	ThreeDPointCoordinates
0068	65A0	SQ	1	TwoDLineCoordinatesSequence
0068	65B0	FD	4	TwoDLineCoordinates
0068	65D0	FD	6	ThreeDLineCoordinates
0068	65E0	SQ	1	TwoDPlaneCoordinatesSequence
0068	65F0	FD	4	TwoDPlaneIntersection
0068	6610	FD	3	ThreeDPlaneOrigin
0068	6620	FD	3	ThreeDPlaneNormal
0070	0040	IS	1	ImageRotationRetired
0070	0050	US	2	DisplayedAreaTopLeftHandCornerTrial
0070	0051	US	2	DisplayedAreaBottomRightHandCornerTrial
0070	0087	SQ	1	AlternateContentDescriptionSequence
0070	0207	LO	1	GraphicGroupLabel
0070	0208	ST	1	GraphicGroupDescription
0070	0209	SQ	1	CompoundGraphicSequence
0070	0226	UL	1	CompoundGraphicInstanceID
0070	0227	LO	1	FontName
0070	0228	CS	1	FontNameType
0070	0229	LO	1	CSSFontName
0070	0230	FD	1	RotationAngle
0070	0231	SQ	1	TextStyleSequence
0070	0232	SQ	1	LineStyleSequence
0070	0233	SQ	1	FillStyleSequence
0070	0234	SQ	1	GraphicGroupSequence
0070	0241	US	3	TextColorCIELabValue
0070	0242	CS	1	HorizontalAlignment
0070	0243	CS	1	VerticalAlignment
0070	0244	CS	1	ShadowStyle
0070	0245	FL	1	ShadowOffsetX
0070	0246	FL	1	ShadowOffsetY
0070	0247	US	3	ShadowColorCIELabValue
0070	0248	CS	1	Underlined
0070	0249	CS	1	Bold
0070	0250	CS	1	Italic
0070	0251	US	3	PatternOnColorCIELabValue
0070	0252	US	3	PatternOffColorCIELabValue
0070	0253	FL	1	LineThickness
0070	0254	CS	1	LineDashingStyle
0070	0255	UL	1	LinePattern
0070	0256	OB	1	FillPattern
0070	0257	CS	1	FillMode
0070	0258	FL	1	ShadowOpacity
0070	0261	FL	1	GapLength
0070	0262	FL	1	DiameterOfVisibility
0070	0273	FL	2	RotationPoint
0070	0274	CS	1	TickAlignment
0070	0278	CS	1	ShowTickLabel
0070	0279	CS	1	TickLabelAlignment
0070	0282	CS	1	CompoundGraphicUnits
0070	0284	FL	1	PatternOnOpacity
0070	0285	FL	1	PatternOffOpacity
0070	0287	SQ	1	MajorTicksSequence
0070	0288	FL	1	TickPosition
0070	0289	SH	1	TickLabel
0070	0294	CS	1	CompoundGraphicType
0070	0295	UL	1	GraphicGroupID
0070	0401	US	3	GraphicLayerRecommendedDisplayCIELabValue
0070	0402	SQ	1	BlendingSequence
0070	0403	FL	1	RelativeOpacity
0070	0404	SQ	1	ReferencedSpatialRegistrationSequence
0070	0405	CS	1	BlendingPosition
0072	0002	SH	1	HangingProtocolName
0072	0004	LO	1	HangingProtocolDescription
0072	0006	CS	1	HangingProtocolLevel
0072	0008	LO	1	HangingProtocolCreator
0072	000A	DT	1	HangingProtocolCreationDateTime
0072	000C	SQ	1	HangingProtocolDefinitionSequence
0072	000E	SQ	1	HangingProtocolUserIdentificationCodeSequence
0072	0010	LO	1	HangingProtocolUserGroupName
0072	0012	SQ	1	SourceHangingProtocolSequence
0072	0014	US	1	NumberOfPriorsReferenced
0072	0020	SQ	1	ImageSetsSequence
0072	0022	SQ	1	ImageSetSelectorSequence
0072	0024	CS	1	ImageSetSelectorUsageFlag
0072	0026	AT	1	SelectorAttribute
0072	0028	US	1	SelectorValueNumber
0072	0030	SQ	1	TimeBasedImageSetsSequence
0072	0032	US	1	ImageSetNumber
0072	0034	CS	1	ImageSetSelectorCategory
0072	0038	US	2	RelativeTime
0072	003A	CS	1	RelativeTimeUnits
0072	003C	SS	2	AbstractPriorValue
0072	003E	SQ	1	AbstractPriorCodeSequence
0072	0040	LO	1	ImageSetLabel
0072	0050	CS	1	SelectorAttributeVR
0072	0052	AT	1-n	SelectorSequencePointer
0072	0054	LO	1-n	SelectorSequencePointerPrivateCreator
0072	0056	LO	1	SelectorAttributePrivateCreator
0072	0060	AT	1-n	SelectorATValue
0072	0062	CS	1-n	SelectorCSValue
0072	0064	IS	1-n	SelectorISValue
0072	0066	LO	1-n	SelectorLOValue
0072	0068	LT	1	SelectorLTValue
0072	006A	PN	1-n	SelectorPNValue
0072	006C	SH	1-n	SelectorSHValue
0072	006E	ST	1	SelectorSTValue
0072	0070	UT	1	SelectorUTValue
0072	0072	DS	1-n	SelectorDSValue
0072	0074	FD	1-n	SelectorFDValue
0072	0076	FL	1-n	SelectorFLValue
0072	0078	UL	1-n	SelectorULValue
0072	007A	US	1-n	SelectorUSValue
0072	007C	SL	1-n	SelectorSLValue
0072	007E	SS	1-n	SelectorSSValue
0072	0080	SQ	1	SelectorCodeSequenceValue
0072	0100	US	1	NumberOfScreens
0072	0102	SQ	1	NominalScreenDefinitionSequence
0072	0104	US	1	NumberOfVerticalPixels
0072	0106	US	1	NumberOfHorizontalPixels
0072	0108	FD	4	DisplayEnvironmentSpatialPosition
0072	010A	US	1	ScreenMinimumGrayscaleBitDepth
0072	010C	US	1	ScreenMinimumColorBitDepth
0072	010E	US	1	ApplicationMaximumRepaintTime
0072	0200	SQ	1	DisplaySetsSequence
0072	0202	US	1	DisplaySetNumber
0072	0203	LO	1	DisplaySetLabel
0072	0204	US	1	DisplaySetPresentationGroup
0072	0206	LO	1	DisplaySetPresentationGroupDescription
0072	0208	CS	1	PartialDataDisplayHandling
0072	0210	SQ	1	SynchronizedScrollingSequence
0072	0212	US	2-n	DisplaySetScrollingGroup
0072	0214	SQ	1	NavigationIndicatorSequence
